RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,Unnamed: 17,Unnamed: 18,2005,Drafted?,Draft Pick,Draft Year
27,Rawle Marshall,G,32,36.2,19.9,6.6,14.9,44.0,1.2,4.1,29.5,5.5,7.6,73.1,7.7,2.2,,,,,,
28,Alan Daniels,F,29,33.2,19.9,7.0,14.9,46.9,2.7,7.0,37.7,3.2,4.8,66.4,5.3,2.8,,,,,,
29,Travis Diener,G,23,34.0,19.7,5.7,13.6,42.0,3.0,7.3,40.5,5.4,6.4,83.8,3.9,7.0,Yes,38.0,2005.0,Yes,38.0,2005.0
30,Willie Jenkins,F-C,29,33.2,19.7,6.9,15.0,45.9,2.0,5.2,37.5,3.9,5.2,75.3,6.8,2.3,,,,,,
31,Marquin Chandler,F,29,35.0,19.6,7.6,16.2,47.1,1.2,3.6,34.6,3.1,4.1,77.1,8.6,1.1,,,,,,
32,Caleb Green,F,33,31.8,19.4,6.5,11.7,55.2,0.0,0.0,0.0,6.5,8.6,75.3,9.3,2.0,,,,,,
33,Steve Burtt,G,31,36.5,19.3,6.0,14.1,42.6,2.6,6.5,39.8,4.7,5.5,84.3,4.0,2.3,,,,,,
34,Peter Mulligan,F,28,34.3,19.3,6.5,13.9,46.5,1.3,3.9,32.4,5.1,6.5,78.0,5.1,1.7,,,,,,
35,Glen McGowan,F,31,33.3,19.2,6.4,13.6,46.6,1.0,3.1,32.6,5.5,8.0,68.5,7.6,0.8,,,,,,
36,Mike Bell,F,27,35.1,19.1,7.6,15.6,48.5,1.7,5.3,32.9,2.3,4.4,50.8,9.3,1.1,,,,,,
37,Daniel Freeman,G,4,32.3,19.0,7.0,12.8,54.9,2.3,5.0,45.0,2.8,4.0,68.8,4.5,2.5,,,,,,
37,Adam Morrison,F,31,34.2,19.0,7.3,14.6,49.8,1.2,3.8,31.1,3.2,4.3,75.8,5.5,2.8,Yes,3.0,2006.0,,,
39,Danny Granger,F,30,30.0,18.8,6.1,11.6,52.4,1.5,3.5,43.3,5.1,6.8,75.5,8.9,2.4,Yes,17.0,2005.0,Yes,17.0,2005.0
40,Brandon Cotton,G,22,34.3,18.8,7.0,15.3,45.8,1.0,3.3,30.6,3.8,5.5,70.0,2.1,2.0,,,,,,
41,T.J. Sorrentine,G,31,36.5,18.7,6.3,15.8,39.9,3.7,9.4,40.0,2.4,2.9,81.1,3.3,4.2,,,,,,
42,Cedrick Banks,G,29,37.8,18.7,6.3,16.0,39.3,2.7,7.6,35.3,3.4,4.2,81.8,4.8,2.5,,,,,,
43,Dewarick Spencer,G,29,33.6,18.6,6.4,14.6,44.2,2.9,7.4,38.9,2.8,3.6,78.1,4.4,2.7,,,,,,
44,Dan Oppland,F,31,36.0,18.6,6.8,13.1,52.0,1.1,2.5,42.3,3.9,5.1,77.2,6.8,1.2,,,,,,
45,Guillermo Diaz,G,29,34.3,18.6,6.6,14.4,45.6,2.1,5.8,36.3,3.3,4.7,70.8,4.3,2.6,,,,,,
46,John Reimold,F,29,34.4,18.5,6.3,12.0,52.3,2.7,6.0,45.7,3.2,4.2,77.7,5.1,1.8,,,,,,
47,Harding Nana,F,31,36.0,18.5,6.5,14.2,45.4,1.7,5.4,31.9,3.9,5.5,70.8,10.4,1.4,,,,,,
48,Jerry Johnson,G,30,36.8,18.4,5.7,14.0,40.9,3.4,8.7,39.2,3.6,4.0,89.2,3.8,4.5,,,,,,
49,Dijon Thompson,G-F,28,34.6,18.4,6.5,13.8,47.4,1.5,4.1,37.4,3.8,4.9,78.7,7.9,2.3,Yes,54.0,2005.0,Yes,54.0,2005.0
50,Jason Forte,G,26,34.3,18.4,5.0,12.3,40.5,2.1,5.2,40.3,6.3,7.8,81.3,4.0,4.2,,,,,,
51,Salim Stoudamire,G,36,31.3,18.4,5.8,11.6,50.4,3.3,6.6,50.4,3.4,3.7,91.0,2.3,2.2,Yes,31.0,2005.0,Yes,31.0,2005.0
52,Brandon Heath,G,29,34.4,18.3,6.1,14.9,40.7,1.7,5.2,31.8,4.6,5.6,82.0,3.5,3.7,,,,,,
53,Bracey Wright,G,26,35.3,18.3,5.8,14.0,41.3,1.9,5.8,32.9,4.8,6.2,78.3,4.8,2.7,Yes,47.0,2005.0,Yes,47.0,2005.0
54,Loren Stokes,G,30,33.7,18.3,6.5,13.6,48.0,0.5,1.8,30.2,4.7,7.4,63.8,6.1,3.5,,,,,,
55,Pat Carroll,G-F,35,34.8,18.3,6.1,13.9,43.7,3.9,8.9,43.4,2.3,3.1,73.6,3.9,1.9,,,,,,
56,Andre Owens,G,32,34.8,18.3,6.1,15.2,40.2,3.1,8.8,35.7,3.0,4.1,72.0,4.8,2.1,,,,,,
57,Quemont Greer,F,29,33.4,18.3,6.9,15.0,45.7,1.2,3.5,35.6,3.3,5.3,61.9,7.6,0.8,,,,,,
58,Carl Landry,F,25,30.3,18.2,6.4,10.4,61.8,0.2,0.7,22.2,5.3,7.8,67.7,7.1,1.2,Yes,31.0,2007.0,,,
59,Anthony Winchester,G,31,34.0,18.2,6.3,12.6,50.3,2.5,5.5,45.3,3.1,3.7,82.6,7.2,2.2,,,,,,
60,Aaron Bruce,G,28,34.8,18.2,6.1,13.0,47.1,2.5,6.2,39.9,3.4,4.1,82.8,2.6,3.8,,,,,,
61,Terrence Leather,F,29,32.5,18.2,6.2,12.5,50.0,0.2,0.4,54.5,5.5,7.7,71.3,9.6,1.4,,,,,,
62,Leonard Hopkins,G,28,31.1,18.1,5.6,14.6,38.1,1.6,5.4,29.6,5.4,6.3,85.8,3.3,1.8,,,,,,
63,Yemi Nicholson,C,31,30.3,18.1,7.6,12.9,58.7,0.0,0.0,0.0,2.9,4.3,68.4,8.4,0.9,,,,,,
64,Cortney Scott,F,32,36.3,18.1,7.4,13.7,54.0,0.1,0.3,25.0,3.2,5.6,57.3,7.3,2.2,,,,,,
65,Chad Maclies,F,27,35.9,18.0,6.1,11.8,51.7,0.5,1.1,44.8,5.3,7.0,76.6,8.1,1.1,,,,,,
66,Jay Straight,G,28,39.6,18.0,6.0,14.8,40.4,2.1,5.8,35.8,4.0,5.4,75.3,3.9,5.3,,,,,,
67,Craig Smith,F,29,34.6,18.0,7.0,13.8,50.4,0.2,0.7,23.8,3.9,5.9,67.1,8.5,1.7,Yes,36.0,2006.0,,,
68,Curtis Withers,F,28,32.4,18.0,6.3,13.4,46.8,0.8,1.9,42.3,4.7,7.1,66.2,8.1,1.8,,,,,,
69,Vincent Grier,G-F,32,36.0,17.9,6.3,13.3,47.1,0.4,1.6,25.0,5.0,6.8,73.9,5.6,2.4,,,,,,
70,Bryan Hopkins,G,25,36.7,17.9,5.7,14.2,40.4,2.6,7.6,34.7,3.8,5.0,76.8,3.9,3.9,,,,,,
71,Dan Grunfeld,G,22,33.0,17.9,6.4,12.7,50.0,1.3,3.0,43.1,3.9,5.2,74.8,5.5,1.8,,,,,,
72,Kennedy Winston,F,32,34.4,17.9,6.3,13.8,46.1,1.9,4.3,43.2,3.3,4.3,77.5,5.4,2.6,,,,,,
73,Ben Jacobson,G,32,34.1,17.9,6.6,13.5,48.8,2.2,4.9,45.2,2.5,3.1,80.6,3.8,2.7,,,,,,
74,Blake Schilb,G,30,35.2,17.9,6.5,13.0,50.3,1.8,4.8,36.8,3.0,3.7,82.0,5.5,4.0,,,,,,
75,Jeremiah Massey,F,29,31.9,17.9,6.1,12.1,50.3,0.0,0.2,20.0,5.7,7.1,80.5,6.9,1.8,,,,,,
76,Antoine Wright,G-F,31,33.9,17.8,6.2,12.4,50.1,2.3,5.1,44.7,3.1,4.5,69.1,6.0,2.2,Yes,15.0,2005.0,Yes,15.0,2005.0
77,Pierre Pierce,G,20,34.0,17.8,7.0,14.5,48.1,1.2,3.7,31.5,2.8,5.2,52.9,5.2,4.2,,,,,,
78,Marcus Slaughter,F,27,34.1,17.8,6.1,13.0,46.9,0.3,1.4,23.1,5.2,7.5,69.8,9.0,1.3,,,,,,
79,Sean Walker,G,26,35.5,17.8,4.9,12.3,39.9,1.9,4.9,38.6,6.0,7.6,79.7,4.7,2.4,,,,,,
80,Nate Funk,G,33,30.8,17.8,6.4,12.3,51.7,2.0,4.3,46.9,3.0,3.6,82.5,5.1,2.3,,,,,,
81,David Lucas,F,23,28.4,17.7,7.1,13.0,54.3,0.0,0.0,0.0,3.6,4.5,79.6,6.7,0.7,,,,,,
82,Joey Graham,F,33,30.6,17.7,6.1,11.5,52.9,0.8,1.7,47.3,4.8,5.4,88.7,6.2,2.0,Yes,16.0,2005.0,Yes,16.0,2005.0
83,Lance Allred,C,29,32.5,17.7,6.4,12.4,51.5,0.1,0.2,60.0,4.9,6.9,70.9,12.0,1.7,,,,,,
84,John Lucas,G,33,36.1,17.7,6.2,13.7,45.1,3.0,7.0,43.1,2.3,2.5,90.5,2.5,4.1,,,,,,
85,Ben Reed,G,33,32.3,17.7,5.8,12.9,45.0,2.5,6.0,40.7,3.6,4.9,72.4,6.2,2.1,,,,,,
86,Brion Rush,G,25,30.8,17.6,5.9,15.2,38.7,2.5,6.8,36.5,3.4,4.3,77.8,5.6,2.0,,,,,,
87,Marcellus Sommerville,F,28,34.6,17.5,6.0,13.5,44.2,1.5,4.2,36.8,4.1,5.3,77.0,7.5,1.9,,,,,,
88,Mardy Collins,G,30,37.6,17.5,6.4,15.4,41.6,1.6,5.8,27.6,3.1,4.9,64.4,5.9,3.6,Yes,29.0,2006.0,,,
89,Anthony Roberson,G,32,29.7,17.5,6.0,13.2,45.6,2.9,7.6,38.8,2.5,2.8,90.0,2.0,2.4,,,,,,
90,Ronald Ross,G,33,34.5,17.5,7.0,13.5,51.9,1.2,2.8,43.0,2.2,2.9,76.3,5.5,3.0,,,,,,
91,Sean May,F-C,37,26.8,17.5,6.2,10.9,56.7,0.0,0.1,0.0,5.2,6.8,75.8,10.7,1.7,Yes,13.0,2005.0,Yes,13.0,2005.0
92,Jason Harris,G-F,27,33.1,17.5,5.3,12.6,42.4,1.0,3.3,30.0,5.8,7.9,73.7,4.6,1.8,,,,,,
93,Odartey Blankson,F,31,31.8,17.5,6.2,13.3,47.0,0.7,2.5,29.1,4.3,5.2,82.0,8.1,1.2,,,,,,
94,Brandon Gay,F,29,27.3,17.4,5.7,11.7,49.0,2.0,4.3,45.2,4.0,4.8,84.8,6.6,2.2,,,,,,
95,Ed McCants,G,32,29.6,17.4,5.7,14.3,39.9,3.3,8.9,37.5,2.7,3.3,81.0,2.8,1.8,,,,,,
96,Brandon Bass,F,30,33.6,17.3,6.0,10.6,56.7,0.4,0.9,46.2,4.9,6.3,77.7,9.1,0.8,Yes,33.0,2005.0,Yes,33.0,2005.0
97,Robert Hite,G,29,33.4,17.3,6.2,14.8,41.7,2.5,6.5,38.1,2.4,2.8,86.6,5.0,1.1,,,,,,
98,Curtis Stinson,G,31,35.6,17.2,6.5,14.9,43.8,0.7,2.6,25.6,3.5,5.1,69.4,5.5,4.5,,,,,,
99,Josh Almanson,F,29,32.8,17.2,6.5,11.0,59.2,0.9,1.9,44.6,3.3,4.0,82.8,4.8,1.1,,,,,,
100,Ivan Almonte,F,30,34.6,17.2,6.3,11.9,52.9,0.2,0.7,31.8,4.3,6.7,64.4,9.9,3.2,,,,,,
101,Ricky Woods,F,33,30.1,17.2,6.6,11.8,55.8,0.0,0.1,25.0,4.0,6.1,65.2,6.8,0.9,,,,,,
102,Steven Thomas,F,28,30.4,17.1,5.5,9.2,59.3,0.0,0.0,0.0,6.2,8.5,73.0,7.9,1.4,,,,,,
103,David Brooks,G,30,34.4,17.1,5.9,14.2,41.5,2.6,7.1,36.2,2.7,3.6,75.2,5.4,2.7,,,,,,
104,Omari Westley,F,23,31.3,17.1,5.7,11.3,50.2,0.3,1.4,18.8,5.5,8.3,66.1,8.3,1.2,,,,,,
105,Jarius Glenn,G-F,29,33.0,17.1,5.9,12.6,47.3,0.6,1.7,34.7,4.6,5.7,80.7,6.2,3.4,,,,,,
106,Ken Tutt,G,33,36.5,17.1,6.0,14.0,42.7,2.5,6.3,39.2,2.6,3.0,87.0,2.1,2.4,,,,,,
107,Julius Hodge,G-F,34,34.6,17.0,5.8,11.8,49.3,0.4,1.6,25.5,5.0,7.4,66.8,6.6,4.8,Yes,20.0,2005.0,Yes,20.0,2005.0
108,Kevin Nelson,G,25,29.4,17.0,5.7,14.1,40.2,3.1,7.6,41.1,2.5,3.2,76.5,2.9,1.4,,,,,,
109,Lawrence Roberts,F,32,32.0,16.9,5.3,11.9,44.8,0.4,1.3,29.3,5.9,9.0,65.3,11.0,1.9,Yes,55.0,2005.0,Yes,55.0,2005.0
110,Toney Douglas,G,31,35.6,16.9,5.8,13.6,42.4,2.0,5.4,37.3,3.4,4.3,78.9,5.3,1.8,Yes,29.0,2009.0,,,
111,Ralphy Holmes,G,26,34.6,16.9,6.9,14.3,48.1,1.3,3.6,37.6,1.8,2.6,69.1,8.8,2.6,,,,,,
112,Ja'Vance Coleman,G,30,29.5,16.9,5.2,14.3,36.6,2.7,8.2,33.3,3.7,5.0,74.5,5.0,2.7,,,,,,
113,Chad McKnight,F,27,31.4,16.9,5.7,9.1,63.0,0.0,0.0,0.0,5.4,7.1,76.4,6.4,1.0,,,,,,
114,Jamar Wilson,G,27,37.1,16.9,4.9,11.3,43.4,1.4,3.4,39.8,5.7,6.9,82.8,3.1,4.1,,,,,,
115,Dandrick Jones,G,30,32.6,16.8,6.6,15.5,42.3,1.0,3.2,31.6,2.7,3.9,68.6,5.5,1.8,,,,,,
115,Mitchell Beauford,G,6,34.0,16.8,6.5,13.7,47.6,0.5,2.5,20.0,3.3,5.2,64.5,3.5,2.5,,,,,,
117,Pele Paelay,G,29,32.9,16.8,6.0,13.8,43.6,1.4,4.4,31.3,3.4,5.0,68.1,6.0,2.8,,,,,,
118,Nick George,F,32,32.1,16.8,5.8,12.6,46.3,1.4,3.9,36.8,3.7,5.3,69.4,5.8,2.1,,,,,,
118,Bobby Brown,G,32,35.9,16.8,6.0,14.6,41.4,2.7,7.6,34.8,2.1,2.5,82.7,2.6,4.7,,,,,,
120,Vedran Vukusic,F,31,35.0,16.8,6.1,12.7,47.8,2.2,6.0,36.0,2.4,3.2,76.5,4.0,2.3,,,,,,
121,Paul Marigney,G,25,30.6,16.8,5.5,11.7,47.3,2.2,5.3,42.4,3.5,4.3,81.3,5.0,1.7,,,,,,
122,Josh Gomes,G,28,30.1,16.8,6.1,13.5,45.1,1.0,2.7,37.3,3.5,4.3,82.5,3.6,2.0,,,,,,
123,Chaz McCrommon,G,29,38.6,16.7,6.4,14.3,44.8,1.1,3.3,34.7,2.8,4.1,66.7,6.0,2.3,,,,,,
123,Reggie Golson,F,29,32.9,16.7,6.6,12.0,54.9,0.0,0.1,0.0,3.6,5.3,66.5,8.4,1.8,,,,,,
125,Peyton Stovall,G,28,33.3,16.7,5.7,12.6,44.9,2.3,6.0,38.9,3.0,3.8,80.0,3.7,3.5,,,,,,
126,Brendan Winters,G-F,32,33.3,16.7,5.3,11.7,45.0,2.8,6.4,43.4,3.4,4.6,74.0,5.1,1.8,,,,,,
127,Alex Acker,G,31,37.2,16.6,5.9,13.1,45.0,1.9,4.4,43.1,2.9,3.4,85.8,6.5,3.7,Yes,60.0,2005.0,Yes,60.0,2005.0
128,Michael Sneed,G,26,34.3,16.6,6.0,12.7,47.1,1.0,3.8,27.6,3.6,5.5,64.6,10.0,1.9,,,,,,
129,David Simon,C,25,32.1,16.6,6.3,12.0,52.3,0.0,0.5,7.7,4.0,6.3,63.3,6.9,2.0,,,,,,
130,Daniel Kickert,F,34,30.9,16.6,5.8,10.8,53.8,1.9,4.1,47.1,3.1,3.6,84.6,6.6,1.1,,,,,,
131,Mark Williams,G,19,35.6,16.6,5.3,14.5,36.7,1.8,6.2,29.9,4.1,5.9,69.0,3.6,1.6,,,,,,
132,Larry Blair,G,28,35.4,16.6,6.0,13.9,43.3,1.7,4.9,35.3,2.9,3.7,76.9,4.9,2.4,,,,,,
132,Mario Jointer,G,28,33.6,16.6,5.3,13.1,39.9,3.0,7.6,39.7,3.0,4.6,65.4,5.2,1.9,,,,,,
134,Levi Rost,F,33,30.6,16.5,5.1,11.5,44.1,2.8,6.5,42.7,3.6,4.6,78.8,6.1,1.6,,,,,,
135,J. Robert Merritt,F,28,36.6,16.5,5.1,10.5,48.3,3.0,6.9,44.0,3.4,4.1,82.5,4.1,1.7,,,,,,
136,J.J. Montgomery,G,27,31.6,16.5,5.6,11.6,48.1,0.4,1.4,28.2,5.0,6.7,75.0,5.4,1.1,,,,,,
137,Kevin Downey,G,29,37.8,16.5,6.2,14.0,44.5,2.0,4.9,40.8,2.0,2.7,74.7,5.6,3.7,,,,,,
138,Vili Morton,F,12,32.3,16.5,6.1,10.3,58.9,0.0,0.0,0.0,4.3,7.5,57.8,9.1,1.8,,,,,,
138,Devin Smith,F,26,31.8,16.5,5.8,13.0,44.8,2.4,6.8,35.4,2.4,3.2,75.6,6.1,0.9,,,,,,
138,Jared Dudley,F,30,36.0,16.5,5.5,11.3,48.8,1.0,3.0,33.3,4.5,6.0,75.4,7.5,3.2,Yes,22.0,2007.0,,,
141,Nate Robinson,G,35,31.5,16.4,5.4,11.6,46.3,1.8,4.6,38.5,3.9,5.0,78.2,3.9,4.5,Yes,21.0,2005.0,Yes,21.0,2005.0
142,Carlos Powell,F,33,33.7,16.4,6.4,12.1,53.0,0.2,1.0,18.8,3.3,4.9,68.3,6.5,1.6,,,,,,
143,James Williams,G,29,36.8,16.3,4.8,12.2,39.4,2.3,6.4,35.7,4.5,5.5,81.3,3.2,3.4,,,,,,
144,Brandon Freeman,G,28,34.5,16.3,5.9,12.5,47.0,2.6,6.3,41.8,1.9,2.4,81.8,3.1,1.0,,,,,,
145,Lorenzo Gordon,F,30,29.6,16.3,6.2,11.6,53.6,0.0,0.0,0.0,3.8,6.0,63.3,6.5,1.2,,,,,,
146,Earnest Shelton,G,32,32.8,16.3,5.1,10.9,46.9,2.8,7.2,39.7,3.2,3.9,80.8,3.4,2.0,,,,,,
147,Blake Hamilton,F,29,28.3,16.2,5.0,9.7,51.8,0.0,0.3,0.0,6.2,8.0,77.7,4.1,1.8,,,,,,
148,Allan Ray,G,32,31.0,16.2,5.3,12.7,41.5,2.5,6.7,37.6,3.2,3.8,82.8,2.8,1.8,,,,,,
149,Marc Axton,F,28,35.9,16.2,5.0,12.5,40.4,2.6,7.4,35.4,3.5,4.7,75.6,4.2,2.4,,,,,,
150,Ronnie Brewer,G,30,31.8,16.2,5.7,12.0,47.5,1.2,3.0,39.6,3.6,5.5,65.5,4.8,3.4,Yes,14.0,2006.0,,,
151,David Dees,G,27,32.9,16.2,5.0,12.4,40.5,1.8,5.3,33.8,4.3,5.6,77.5,5.1,2.0,,,,,,
152,Joah Tucker,F,32,29.2,16.2,6.0,12.7,47.2,0.6,2.2,29.0,3.6,5.0,72.3,5.7,2.3,,,,,,
153,C.J. Anderson,G-F,28,34.4,16.1,6.2,11.8,52.4,0.0,0.0,0.0,3.8,6.6,57.1,8.6,2.8,,,,,,
154,Sean Booker,G,29,27.4,16.1,5.8,14.0,41.0,2.0,7.0,29.1,2.6,3.8,66.7,3.8,1.2,,,,,,
155,Anthony Register,G,27,34.3,16.1,5.2,12.3,42.3,1.4,4.4,31.7,4.3,5.8,73.9,3.8,2.0,,,,,,
156,Will Whittington,G-F,28,30.7,16.1,4.8,10.6,45.6,3.5,7.0,49.2,3.0,3.7,80.6,2.5,2.4,,,,,,
157,Bryant McAllister,G,30,31.3,16.1,5.7,13.5,42.0,1.0,3.2,32.6,3.7,4.5,82.2,4.0,2.8,,,,,,
158,Eric Williams,C,33,28.8,16.1,6.1,9.7,63.0,0.0,0.0,0.0,3.9,6.8,56.9,7.7,0.5,,,,,,
158,Linas Kleiza,F-C,33,31.5,16.1,5.0,12.4,40.3,0.9,3.4,27.4,5.1,7.0,73.2,7.6,1.6,Yes,27.0,2005.0,Yes,27.0,2005.0
160,DaJuan Gouard,G,23,31.7,16.0,5.9,12.8,45.9,1.4,4.1,35.1,2.9,3.7,77.6,3.3,3.2,,,,,,
161,Gordon Klaiber,F,30,33.4,16.0,5.9,14.2,41.8,1.5,4.6,33.1,2.6,3.9,66.9,7.9,1.6,,,,,,
162,Spencer Nelson,F,32,29.4,16.0,5.4,9.1,60.0,0.3,1.2,27.0,4.8,6.2,78.7,7.9,4.8,,,,,,
163,Tre Simmons,G,33,26.2,16.0,5.6,12.4,45.2,2.4,5.8,41.7,2.4,2.8,86.8,4.8,1.6,,,,,,
164,Rashad McCants,G-F,33,25.9,16.0,5.5,11.3,48.9,2.2,5.1,42.3,2.8,3.8,72.2,3.0,2.7,Yes,14.0,2005.0,Yes,14.0,2005.0
164,Richard Roby,G,30,30.8,16.0,5.6,12.7,44.5,2.2,6.0,37.4,2.5,3.4,72.8,4.8,1.9,,,,,,
166,Rodney Carney,F,38,29.8,16.0,5.6,13.7,40.7,2.0,6.2,32.5,2.9,3.7,77.3,5.0,1.2,Yes,16.0,2006.0,,,
167,Justin Gray,G,33,29.8,16.0,5.2,12.0,43.3,2.8,6.9,40.5,2.8,3.6,78.8,2.8,2.2,,,,,,
168,Nik Caner-Medley,F,32,31.5,16.0,5.9,12.8,46.0,1.3,3.9,34.1,2.9,3.8,76.7,6.2,2.2,,,,,,
169,Joe Thompson,F,30,29.4,16.0,5.7,13.2,43.2,2.6,6.6,38.7,2.0,2.7,75.0,4.6,3.1,,,,,,
170,Carl Krauser,G,29,35.6,16.0,4.6,11.2,41.1,1.9,4.7,39.4,4.9,6.5,75.0,4.8,5.9,,,,,,
171,Luther Head,G,39,33.3,15.9,5.5,11.8,46.3,3.0,7.3,41.0,2.0,2.5,78.8,4.0,3.8,Yes,24.0,2005.0,Yes,24.0,2005.0
172,Terrence Todd,G,30,34.7,15.9,5.8,14.1,41.5,1.1,4.1,27.4,3.1,3.9,79.7,4.9,2.8,,,,,,
173,Dennis Trammell,G,23,33.6,15.9,5.4,11.6,46.6,2.6,5.3,48.4,2.6,3.2,80.8,3.5,1.7,,,,,,
174,Terence Dials,F-C,32,32.7,15.9,6.2,10.8,57.4,0.0,0.0,0.0,3.5,5.7,61.7,7.9,0.8,,,,,,
175,Ronny Turiaf,F,31,31.2,15.9,5.1,10.0,50.8,0.1,0.2,28.6,5.7,8.4,68.3,9.5,1.5,Yes,37.0,2005.0,Yes,37.0,2005.0
176,Marcus Barnes,G,30,30.4,15.9,5.2,12.3,42.7,2.6,7.4,35.6,2.8,3.7,75.5,2.8,1.1,,,,,,
176,Brian Swift,G,30,37.5,15.9,5.3,12.9,41.5,2.5,7.0,36.4,2.7,3.1,86.0,3.2,5.4,,,,,,
178,Gerry McNamara,G,34,35.6,15.8,4.7,12.7,37.0,3.1,9.3,34.0,3.3,3.7,87.4,2.3,4.9,,,,,,
179,Matt Nelson,C,27,28.0,15.8,5.7,9.4,60.5,0.0,0.0,0.0,4.5,5.7,78.6,5.9,1.3,,,,,,
180,Channing Frye,C,37,31.0,15.8,6.1,11.1,55.4,0.1,0.5,17.6,3.4,4.1,83.0,7.6,1.9,Yes,8.0,2005.0,Yes,8.0,2005.0
181,Edwin Draughan,G,27,34.3,15.8,5.6,11.7,47.3,0.6,2.0,32.1,4.0,5.7,70.3,4.6,3.7,,,,,,
181,Mike English,F,27,31.1,15.8,5.1,10.3,49.5,0.3,1.0,26.9,5.4,7.1,75.1,6.0,3.4,,,,,,
